dataset/exquisitely-refined-ipad-3-cases,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-rom97ihi/export.nq.gz
dataset/ejemplo5,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-rwq7hnnl/export.nq.gz
dataset/nhs-hospital-activity-statistics,Open Government License for Public Sector Information,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-s2xdiko4/export.nq.gz
dataset/italian-schools-kasabi,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-sew2gjwo/export.nq.gz
dataset/government-art-collection,Open Government License for Public Sector Information,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-sfizvaup/export.nq.gz
dataset/tito,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-sfzgd58a/export.nq.gz
dataset/aim25omp,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-sizjnq5n/export.nq.gz
dataset/bbc,BBC Backstage License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-slf9ihll/export.nq.gz
dataset/climb-similar-routes,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-t8r0luvs/export.nq.gz
dataset/nptdr-rail,Open Government License for Public Sector Information,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-tcelxluu/export.nq.gz
dataset/gairola-dev-1,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-tdhxud1m/export.nq.gz
dataset/chempedia-rdf,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-u0alji44/export.nq.gz
dataset/zach-foaf,Creative Commons Attribution (CC-BY),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-ua6f7t1r/export.nq.gz
dataset/un-hazardous-material-numbers,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-uc2wz5bn/export.nq.gz
dataset/john-peel-archive,Creative Commons Attribution-ShareAlike 3.0 Unported (CC-BY-SA 3.0),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-uml8pqn3/export.nq.gz
dataset/rasika-athukorala,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-uqv1y8y4/export.nq.gz
dataset/scotland-data,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-v5u4dnt9/export.nq.gz
dataset/whealton-family-genealogy-data,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-vamhfrsf/export.nq.gz
dataset/marctest,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-vcyaqjuu/export.nq.gz
dataset/plants-1,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-viykxzsr/export.nq.gz
dataset/philippines-festival,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-vlb1ag5q/export.nq.gz
dataset/pranto-0,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-vq756pph/export.nq.gz
dataset/www2012,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-vrnrzyr2/export.nq.gz
