dataset/iati,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-vt7bejta/export.nq.gz
dataset/unitedstatesgeographyowl,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-vurrgc4q/export.nq.gz
dataset/cars,Open Government License for Public Sector Information,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-vz0w8qi2/export.nq.gz
dataset/ejemplo2,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-wzfw2dbk/export.nq.gz
dataset/archon,Open Government License for Public Sector Information,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-x0zt3pof/export.nq.gz
dataset/ookaboo-20120206-beta,Creative Commons Attribution-ShareAlike 3.0 Unported (CC-BY-SA 3.0),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-xcy9fku4/export.nq.gz
dataset/richards-training-data,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-xoc4u6qq/export.nq.gz
dataset/keiths-space-training-dataset,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-xsd66y4x/export.nq.gz
dataset/fixmystreet,Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported (CC-BY-NC-SA 3.0),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-xtbfybzj/export.nq.gz
dataset/hampshire-postcodes,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-ybtqmcg9/export.nq.gz
dataset/global-hunger-index,Creative Commons Attribution (CC-BY),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-yd4jnqf1/export.nq.gz
dataset/foodista,Creative Commons Attribution (CC-BY),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-yfd3h9ql/export.nq.gz
dataset/geospecies,Creative Commons Attribution (CC-BY),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-yn8xhxds/export.nq.gz
dataset/nokia-lumia-900-case-case-nokia-lumia-900,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-yzounega/export.nq.gz
dataset/ordnance-survey-oxpoints-linkset,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-z2hrs4ig/export.nq.gz
dataset/myfoaf,Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported (CC-BY-NC-SA 3.0),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-zs5jccbk/export.nq.gz
dataset/airlines,Creative Commons Attribution-ShareAlike 3.0 Unported (CC-BY-SA 3.0),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-ztrcr0vt/export.nq.gz
dataset/e1,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-zu24ksas/export.nq.gz
dataset/kasabi-directory,Creative Commons Attribution (CC-BY),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/b-plive-zy1vonad/export.nq.gz
dataset/near,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/near/export.nq.gz
dataset/locah,Open Government License for Public Sector Information,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/locah/export.nq.gz
dataset/climb-dataincubator,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/climb-dataincubator/export.nq.gz
dataset/our-airports,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/our-airports/export.nq.gz
dataset/traffic-scotland,Creative Commons Attribution-ShareAlike 3.0 Unported (CC-BY-SA 3.0),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/traffic-scotland/export.nq.gz
dataset/english-language-books-listed-printed-book-auction-catalogues-17th-century-holland,Creative Commons Attribution-ShareAlike 3.0 Unported (CC-BY-SA 3.0),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/english-language-books-listed-printed-book-auction-catalogues-17th-century-holland/export.nq.gz
dataset/view,Creative Commons Attribution-ShareAlike 3.0 Unported (CC-BY-SA 3.0),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/view/export.nq.gz
dataset/marc-codes-list,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/marc-codes-list/export.nq.gz
dataset/pokedex-data-rdf,Open Government License for Public Sector Information,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/pokedex-data-rdf/export.nq.gz
dataset/lichfield-spending-data,Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported (CC-BY-NC-SA 3.0),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/lichfield-spending-data/export.nq.gz
dataset/moseley-folk-festival-data,Creative Commons Attribution (CC-BY),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/moseley-folk-festival-data/export.nq.gz
dataset/copac-locah-project,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/copac-locah-project/export.nq.gz
dataset/jisc-cetis-project-directory,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/jisc-cetis-project-directory/export.nq.gz
dataset/twitter-data-eswc-conference,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/twitter-data-eswc-conference/export.nq.gz
dataset/dendritic-cell-research-dc-research-eu,ODC Public Domain Dedication and License (PDDL),https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/dendritic-cell-research-dc-research-eu/export.nq.gz
dataset/metoffice-weather-forecasts,Creative Commons CC0,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/metoffice-weather-forecasts/export.nq.gz
dataset/scottish-mountaineering-council-journals-issues-1-36,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License,https://s3-eu-west-1.amazonaws.com/kasabi-exports/datasets/scottish-mountaineering-council-journals-issues-1-36/export.nq.gz
